message,label
我等ㄧ下想去看片解決ㄌ,色情-sex word
昨天洗澡沒穿衣服的關係,正常-normal
唉還以為今天可以聽到你做愛的趣事,色情-sex word
大學生做愛也很正常的,色情-sex word
你也很牛逼，我現在開始想睡了,正常-normal
也沒有啦 講講幹話�,正常-normal
那像你現在要開始一段不做愛的戀情 你還會吃嗎,色情-sex word
算是感謝前夫，逼迫我成長,正常-normal
那他怎麼按摩哈哈哈,正常-normal
一定都凌晨了還要洗澡,正常-normal
你是想聊色色的話你還是18禁的話題是嗎,色情-sex word
你不怕來台北發生一夜情嗎,色情-sex word
按摩欸,正常-normal
妳可以去考筋膜 一些色老頭喜歡被按摩 應該可以拉到單�,正常-normal
難怪他會去買春,色情-sex word
可是我要去洗澡,正常-normal
色色的沒關係啦,色情-sex word
我不約砲的啊,正常-normal
我甚至還在想公共廁所不知道有沒有可以洗澡的可能,正常-normal
我絕對不是氣質小姐 完全是幹話王（？,正常-normal
你不是幫人按摩ㄇ,正常-normal
不怕遇到聊色的嗎,正常-normal
你好色�,色情-sex word
你有約砲過嗎？,色情-sex word
下班要幫你按摩嗎(⁎⁍̴̛ᴗ⁍̴̛⁎),正常-normal
我可以幫你按摩,色情-sex word
後面就開始幹話了,正常-normal
好色喔 我要看,色情-sex word
蛤 約砲嗎,色情-sex word
按摩聽起來好色�,色情-sex word
之前工作的同事也是她媽媽逼他去讀護理，結果一直被當�,正常-normal
但這裡不是很多人在約砲嗎,正常-normal
不是床伴,正常-normal
六日你也很難排到休息啊,正常-normal
我還沒洗澡 滿身都是香的味道,正常-normal
我才剛下班要去洗澡哈哈哈,正常-normal
不想洗澡,正常-normal
你看起來像打炮會加入情境這一種�,色情-sex word
潮吹,色情-sex word
我先去洗澡唷,正常-normal
我想要讓貓幫我按摩 哈哈哈,正常-normal
小孩洗澡,正常-normal
因為這裡很多人在約砲嗎,正常-normal
我不會單純就說 ㄟ要約砲,正常-normal
但我不約砲的,正常-normal
哈哈哈 不然就是說去洗澡,正常-normal
快去洗澡睡覺吧,正常-normal
想聽妳說色色的話,色情-sex word
我應該要去按摩一下,正常-normal
再睡妳都喝什麼啊,正常-normal
我剛剛本來想跟妳分享我上次單調自摸小四喜,色情-sex word
所以20晚上你不用上班噢,正常-normal
我下午睡過,正常-normal
我現在才收到訊息�我以為你洗澡洗到暈了,正常-normal
很多約砲的嗎？！！,正常-normal
會不會是男性友人,正常-normal
哇靠牛逼,正常-normal
我去洗澡ㄛ,正常-normal
你叫床很大聲嗎,色情-sex word
去洗澡,正常-normal
我身邊的都喜歡大奶妹啊 哈哈哈,色情-sex word
打砲是感覺到了才做,色情-sex word
要聊色嗎哈哈,色情-sex word
什麼按摩,正常-normal
有沒有內射也感覺不一樣,色情-sex word
意淫我？,色情-sex word
哈哈哈想要色色嗎？,色情-sex word
可以射滿滿的精液給你沒問題,色情-sex word
所以妳是瘋狂色色型的？,色情-sex word
我中年大叔了！現在會倒追我的 也只有流浪狗而已⋯⋯每次騎車經過 每次被追 我都麻痺了！�,色情-sex word
哈哈 逼自己一下,正常-normal
聽我朋友說的，他媽媽在酒店上班，跟客人打炮,色情-sex word
因為我也需要有人陪我講幹話,正常-normal
洗澡吧,正常-normal
被app逼迫尬聊,正常-normal
按摩券不便宜吧,正常-normal
好了我真的要去洗澡了,正常-normal
等我愛上你就沒有了嗎,正常-normal
可是我真的很喜歡 男生會愛愛的那種,色情-sex word
可以幫我逼一下嗎,色情-sex word
想要聊色的,色情-sex word
色誘ㄋ�,色情-sex word
你可以對我色色�,色情-sex word
想要肉體的快樂,色情-sex word
23年的處男�,色情-sex word
我說怕跟妳相處喜歡上你啊,正常-normal
哈哈哈 結果都是在找炮多,色情-sex word
但我要去洗澡了,正常-normal
流浪狗都跟妳說些什麼,正常-normal
慢慢抽插�,色情-sex word
然後打一打跑去洗澡,色情-sex word
到時候說我性騷擾,正常-normal
"沒事
來洗澡了",正常-normal
我是常去岩盤浴 蔦屋書店 還有泰式按摩,正常-normal
你沒有抱睡過嗎,色情-sex word
我沒有嫖過,正常-normal
你有跟入珠的做愛過嗎？,色情-sex word
你是按摩師ㄇ,正常-normal
讓你失望了聽說現在洗澡一人一間�,正常-normal
這個等你見到本人就知道了我只能跟你說如果你比較介意女生胸部的地方可能會讓你失望喔,正常-normal
都會戴套嗎,色情-sex word
只有胸口,正常-normal
我以為是肉體照,色情-sex word
但還沒洗澡,正常-normal
還一直逼我想起來,正常-normal
一夜情那種我無法，超沒安全感 嗚嗚,正常-normal
我要先來洗澡了,正常-normal
我不約炮的喔,正常-normal
小色色,色情-sex word
你都不洗澡,正常-normal
不可以色色了,正常-normal
沒有啦胸部沒有很大,正常-normal
人體器官研究如何,正常-normal
我是會聊色,色情-sex word
我混了一小時現在要去洗澡了��,正常-normal
有沒有睡過頭啊,正常-normal
哈哈哈哈你像是想做愛（？）,色情-sex word
可可愛愛的妤,正常-normal
C就擠得出乳溝了啦,色情-sex word
我也不愛加班但逼不得已要加班,正常-normal
我聽其他網友說短暫的約會是約炮的意思,正常-normal
所以你那時候還沒洗澡哦,正常-normal
也有在約炮的跟我說她那不是約炮�,色情-sex word
你突然內射怎麼辦,色情-sex word
就是看性器合不合這樣吧,色情-sex word
每天愛愛 還會家爆 好矛盾,色情-sex word
男生有老，房事不好的 ，需要老婆同意之類,色情-sex word
快去幫家人按摩,正常-normal
幫我自慰是嗎,色情-sex word
捏捏不算，按摩才算,正常-normal
但他上來約砲的==,色情-sex word
不然我很容易睡過頭的,正常-normal
約炮啊�,色情-sex word
你做按摩的嗎,正常-normal
哈哈哈哈 約炮史這個很說來話長耶~ 有跟過主管 前同事 (這邊是現實中遇到的) 剩下應該都是滑到的嗎~,色情-sex word
我很長一本正經講幹話啊,正常-normal
晚點，我還沒回家洗澡,正常-normal
學生為什麼做精油按摩,正常-normal
要去洗澡準備睡覺了,正常-normal
聊的露骨 ，說講太色情…,色情-sex word
洗澡 餵奶,色情-sex word
給我說什麼睡過頭,正常-normal
躺一下洗澡,正常-normal
挑逗你的乳頭,色情-sex word
我也都是逼自己去動 哈哈,正常-normal
那性事怎麼突然可以1,色情-sex word
我還以為你去洗澡了,正常-normal
我還有耿鬼！也好口愛,正常-normal
屁啦我是處男,正常-normal
今天量一下體重70ㄌ 不過可能都是水,正常-normal
你笑我處男���,正常-normal
確定我會愛上你嗎,正常-normal
她每次只要穿寬鬆衣服彎下來就會看到他的胸部 大概有D左右,色情-sex word
你要不先去洗澡吧,正常-normal
那禮拜日你還到處跑也是很厲害,正常-normal
會嗎？ 有胸肌不就是很帥的類型嗎？ 我也覺得很棒啊！,正常-normal
我從事按摩業自己開工作室 妳呢～,正常-normal
嚴肅的臉吧顏射,色情-sex word
幹你又要打球,正常-normal
可能之前太用力工作 這次被逼的好好休息幾天,正常-normal
哈哈哈有點被逼婚 只好來認識看看異性朋友,正常-normal
嗨聊色嗎,色情-sex word
到我洗澡的時候了,正常-normal
打架還打砲,色情-sex word
被逼迫的 嗚嗚嗚,正常-normal
沒辦法 你在那種天然鄉鎮沒帶雨具真的沒躲 直接原地洗澡,正常-normal
他超口愛欸,正常-normal
不洗澡嗎�,正常-normal
你去洗澡喔,正常-normal
相親這麼赤裸 會討論到年薪多少喔���,正常-normal
色色的～,色情-sex word
"女生說最近腳很痛很酸，每天站太久了，男生說好啊找一天去腳跟身體按摩～～～

過了7天2個人去按摩了。

按完後要結帳～女生去結帳時問可以刷卡嗎？轉帳嗎？

男生聽到覺得應該是沒有帶現金，於是先幫女生買單，補一句到時您在轉給我就好我先付。

就這樣回家了～女生也沒詢問帳號的意思，過了2天。",正常-normal
然後呢援交妹又會玩又會叫又會陪他很爽很爽何樂不為呢,色情-sex word
你容易睡著 這樣我還要上你的車嗎,正常-normal
色色可以嗎,色情-sex word
就遇到瘋狂露胸的��,色情-sex word
我想找砲友哈哈哈哈,色情-sex word
啊看看奶可不可以,色情-sex word
還沒洗澡不想碰床,正常-normal
可以一起洗澡聊天抱抱睡呀哈哈哈,色情-sex word
該不會那個不喜歡洗澡的是那位護理師吧（應該不可能吧�,正常-normal
結果對象都沒找到 反而發展出了幾段一夜情…而且都是女生主動,色情-sex word
蛤 一夜情後就不跟我聊天嗎,色情-sex word
幹你娘超好笑,正常-normal
你是說妳會自慰？,色情-sex word
有幾次 我真的差點跑去按摩耶 但是後來就冷靜下來了,正常-normal
約4號出口愛迪達那好了,正常-normal
有戴套嗎？,色情-sex word
聽說蛋蛋被捏轉拉也可以體會月經的痛苦,色情-sex word
美腿,色情-sex word
13年還菜逼八,正常-normal
那我也要給你洗澡卡,正常-normal
突然腦中出現這幾個字,正常-normal
衝去洗澡,正常-normal
口愛咪,正常-normal
想要聊色嗎,色情-sex word
大屁股,色情-sex word
沒洗澡,正常-normal
帶上你牡羊的面子 一起幫你扳回一城,正常-normal
打擾了抱歉 我在找跑友 有性趣的話我們可以試試,色情-sex word
可是我很難聊天呢，因為我不聊色,正常-normal
後來是我逼他走,正常-normal
是我逼他走的代價,正常-normal
"印度人多數吃奶素
印度人也比較多練瑜伽
他們那邊練瑜伽 是
一定要吃奶素的",正常-normal
準備要洗澡,正常-normal
還有就是晚上在科學樓頂樓打砲的,色情-sex word
逼婚？！,正常-normal
沒欸 都幹話,正常-normal
妳想跟我聊色嗎,色情-sex word
我也不會跟狗做愛,正常-normal
網站上找做愛其實正常，不用太在意,色情-sex word
性趣喔,色情-sex word
然後洗澡時就在門外亂叫,色情-sex word
到底要逼我們到什麼程度！（崩潰,正常-normal
不過是已婚的,正常-normal
嗯，你先去洗澡吧,正常-normal
你是不是約砲仔,色情-sex word
有很多被我回聊天可以的已婚男，馬上就會安靜消失了,正常-normal
扣自己的乳頭給我看,色情-sex word
那我先去洗澡好ㄌ,正常-normal
那你有跟小十歲的 愛愛嗎,色情-sex word
像你們這樣成熟的女性私下也會自慰？,色情-sex word
性癖很特別的人,色情-sex word
你早上出門會洗澡？,正常-normal
我才是幹話王本人,正常-normal
我洗澡了ㄟ,正常-normal
你車有洗澡這個功能喔,正常-normal
我準備洗澡,正常-normal
結果早上要出門 怕睡過頭,正常-normal
我也不是要約砲,正常-normal
未婚喔！你已婚？！,正常-normal
就是你的車現在有點赤裸哈哈哈,正常-normal
開放性關係,色情-sex word
對不起 我打嘴砲的 其實我是處男,色情-sex word
這個小女孩也太口愛了吧～,正常-normal
你可以去看片段,色情-sex word
你又知道我不想看你的雞巴,色情-sex word
妳洗澡了嗎,正常-normal
我要準備去洗澡了,正常-normal
感謝陪聊� 社畜準備就寢,正常-normal
體力是做愛還是,色情-sex word
妳回家後要多按摩腿,正常-normal
你已婚嗎,正常-normal
都要把我逼瘋了,正常-normal
那你會喜歡跟另一半一起洗澡嗎�,色情-sex word
但最近可能考慮帶他們去洗澡,正常-normal
妳內褲好色�,色情-sex word
我都是洗澡前先裸體滑手機蹲廁所,色情-sex word
就做愛,色情-sex word
你覺得我要洗澡去睡覺 早上再曬衣服還是等衣服洗好曬完再去睡,正常-normal
可惜對方只想打砲,色情-sex word
按摩呀,正常-normal
除非逼不得已做晚上的工作,正常-normal
怎麼那麼濕，是不是想要我的大棒棒了,色情-sex word
不可以色色���,正常-normal
洗澡嗎,色情-sex word
講幹話很好笑,正常-normal
我連假被操4天….,色情-sex word
好色唷,色情-sex word
妳喜歡丁字褲喔哈哈哈,色情-sex word
"之前來我租屋處過夜的男性友人都會做惡夢 笑死
我在懷疑是過世的外公
可能在做官職然後偶爾來看一下我們在家裡閒晃",正常-normal
讓大棒棒進去好嗎,色情-sex word
我那時候在準備洗澡,正常-normal
"你沒有這樣的瘋狂朋友嘛哈哈哈 還是先介紹給你幾個傻逼�� （這感覺不能被聽到 不然估計會被打鼠�
抱歉... 這群都是我朋友 他們喝醉還搶了DJ的麥克風還有那個舞台� 不過真的很好玩就是了哈哈哈",正常-normal
那時候電梯沒有要用逼卡,正常-normal
哈哈哈哈講幹話,正常-normal
那你去約炮啊,色情-sex word
所以我都看自己的照片自慰啊,色情-sex word
